texto,real
"@realdonaldtrump @joebiden @barackobama @senschumer @speakerpelosi @who @donaldjtrumpjr @ivankatrump @markmeadows @stevenmnuchin1 @andrewyang @kamalaharris @seanhannity @vp @ewarren @melaniatrump @cnn @thejusticedept @foxnews @presssec @erictrump @projectlincoln @abc @nytimes @tuckercarlson @petebuttigieg @washingtonpost @chriscuomo @cnbc @marketwatch @businessinsider @atrupar @mmpadellan @aoc @cdcgov @federalreserve @kimguilfoyle @us_fda @leaderhoyer @rudygiuliani @cdcdirector @thehill @reprichardneal @foxnewssunday @swatlashoover @drew_hammill @louiselinton @angelaachao @senatemajldr @secelainechao —shit, when you're hundreds of millions in debt with no hope of ever being able to repay it, turn to jesus. trump's a loser. $2.2trillionnow us has only provided 15% of gdp towards stimulus—europe is closer to 30% #debates2020 #presidentialdebate2020 https://t.co/qfxxwfbyyb",0
@danscavino @jasonmillerindc @realdonaldtrump https://t.co/o1qun2kfqo,0
you want sympathy?? like the kind @realdonaldtrump gave to john mccan? or breonna taylor?? or george floyd?? or that gold star fam?? etc etc etc...off you can fuck..you get what you give in this life..,-1
"@theleoterrell @realdonaldtrump @blackvoices4djt @seanhannity @foxnews if you need me, call me.",0
@gnuseibeh @realdonaldtrump @joebiden umm... fuck no?,0
@gina_casarella @timrunshismouth @realdonaldtrump https://t.co/a4fyaybfuo,0
@realdonaldtrump @potus #conman trump needs to face justice! #taxfraud #scammer #loser #trumpvirus imagine how stupid you must be....421 million owed!!!! #fake @foxandfriends @cnn @msnbc https://t.co/rmrynqdibs,-1
"@hanna9510 @4256apple @muh_thoughts @realdonaldtrump i believe if the constitution is followed, history is taught the way it happened, professors are teaching people that socialism is the best thing since apple pie, we could all relax, not happening. what are you doing??#keepinitreal",0
"@dixieann18 @akbrendarobert @johnrobertsfox @spiroagnewghost @timscottsc @realdonaldtrump oh, wow... and can you please point me to where trump ""forcefully praised"" any racism??? https://t.co/fmqpth7o2k",0
"@carolmswain @realdonaldtrump it's not in the least suspicious, it's how viruses work. typhoid trump and his superspreader sycophants,",-1
@remeleesubida @realdonaldtrump @flotus and?,0
@geraldorivera @realdonaldtrump @potus https://t.co/u6yez9cbek,-1
@chenweihua @realdonaldtrump we don’t care what the world thinks. at least our president cares about putting americans first. he’s not a sellout . 🇺🇸🇺🇸🇺🇸,1
@tayandersonco @realdonaldtrump don't like u either,-1
@realdonaldtrump https://t.co/uosdqtreh2,0
@swapbhartiya @pheadrick @realdonaldtrump this is by far the dumbest thing i’ve ever heard. tds is a true illness,0
@stillgray @realdonaldtrump ashamed?? trow the blame where it sould be..to the demon-crats how dare u blame trump.your brain sould sue you for non support man,0
@realdonaldtrump https://t.co/nb4qw4vggp,-1
@presssec @realdonaldtrump @senschumer thought you would want to see this so you can correct your numerous tweets on this subject.,0
@trumps_soldier @realdonaldtrump if there was a single positive thing about this administration then we would have positive questions. lol.,-1
@realdonaldtrump https://t.co/dxvfrs4fts. this is your song mr president,0
@realdonaldtrump excited to watch this!!😘❤️🙏🇺🇸,0
@hkrassenstein @realdonaldtrump i want a president who did not enslave thousands upon thousands of black men in for profit prisons. https://t.co/lwdmt2sppb and a vp who didn’t murder innocent black men by fighting to make sure they never got a fair trial. how does it feel to kill a man by denying dna,0
"this article @nature - considered the top scientific journal in the world - attacking @realdonaldtrump for “damaging science” reflects how unscientific, biased &amp; prejudiced the “liberal” scientific elite have become and how they are damaging science. sad. https://t.co/tbltjzinuh",0
@potus @linda75643 @realdonaldtrump @lindseygrahamsc @seanhannity @gopconvention @rncresearch @rudygiuliani https://t.co/weg7e0dskn,0
"@realdonaldtrump stop yelling, i don’t believe what you say it’s all propaganda you’re sounding like a loony tune. #oldmanbigmouth",-1
@realdonaldtrump from me to you everyday.. fuck off &amp; eat a bag of dicks,-1
"@thefirstontv @realdonaldtrump trump's atf is now attacking gun manufacturers and declaring handguns to be ""short barreled rifles"". trump is the worst ""president"" for the second amendment ever. https://t.co/es4siohg1a",-1
@realmaddadmaga @zeusfanhouse @realjameswoods @realdonaldtrump @theofficertatum @tuckercarlson fake news,0
@realdonaldtrump @stevescully half of you are probably being paid to reply with the hate for @realdonaldtrump our potus because the rest of us watching these negative comments already know the truth and have or are going to vote for 4 more years. we like our freedom and we see right through your lies. #maga,-1
"@realdonaldtrump she doesn't want to admit that you helped her. if she did, that would only upset the democrat party line and the people who run the labor unions, who give away the rank and file's union dues to the democrat national committee!",0
@leadersmaster @realdonaldtrump trump 2020,1
@pherygetmore @ekperenwankwo @israelipm @mbuhari @realdonaldtrump @statedept @antonioguterres @mazinnamdikanu @amaka_ekwo @emekagift oh yes,0
"i agree with @realdonaldtrump for not doing a virtual debate. you don't know who is standing behind the camera, if @joebiden is wearing an ear piece, or has a teleprompter behind the camera, coaching creepy joe.",1
"@realdonaldtrump in january, i said president trump was the worst possible leader to deal with a public health crisis. and everything we’ve been through in the months since has proven that to be true. - @joebiden - 🇺🇸 https://t.co/4c53mxpryi",-1
@realdonaldtrump https://t.co/3jhsxiaksp,0
@johncardillo @realdonaldtrump putting their lives at risk to sing village people songs. morons,0
@realdonaldtrump https://t.co/uj4rdnxvtg,0
@thebradfordfile @blueprint_q @realdonaldtrump i send the ob0ma's a little box https://t.co/gzlw6whhzu,0
"@jkgrayyyz @buzzpatterson @realdonaldtrump @breeadail it doesn’t directly other than make me feel bad but neither does murder. i don’t think banning it is the solution either though. same as guns. woman will find a way to abort if they’re desperate to do so. i think incentives for adoption, education and proper guidance may help",0
"@realdonaldtrump trump is upset about virtual debate. so the f what! morally corrupt people are not believed. you are not trustworthy, which others wont believe you're healthy now because you hid your medical issues. consequences, donnie boy! #suckstobeyoulyingfool",-1
"hey, @realdonaldtrump. i see a trend among honorable men.",0
@realdonaldtrump https://t.co/mawqbkd6rp,0
@hkrassenstein @realdonaldtrump poor chiden!,0
@lofgrenerika @bodhih59825257 @cjtruth @realdonaldtrump not as sickening as how you make shit up and believe what you want to believe. biden's a devout catholic who doesn't agree with abortion personally but respects a woman's right to make decisions about her own body with her doctor. this isn't a fucking issue.,0
"@parisdennard @teamtrump @realdonaldtrump i wish everyone realizes that when low income communities and people are given second chances it only makes your entire city, county, state and country better",0
@pishflaps4 @thedrilldragon @mattytbagturner @realdonaldtrump @prayingmedic @bag_burner @potnoodle @ainsleyfoods can’t chat to us 😂😂😂,0
@marksmenowner @murray_nyc @realdonaldtrump https://t.co/fnnbdtlniq,0
@realdonaldtrump rakes for everyone!,0
@roidedbarry @cz_binance @realdonaldtrump that would be a lotta votes https://t.co/tvsxw1pjxi,0
@realdonaldtrump what are you talking about? i don’t think those steroids are good for you. you’re just jittery.,-1
@malimom19 @larryelder @realdonaldtrump you are so right...but y’all prefer to be in boat parades as if boats can vote. 🤣🤣🤣 fyi ... the news doesn’t lie...even if it’s @cnn https://t.co/idwygh5tpq,0
@realdonaldtrump @oann https://t.co/mmhq3lbms1,0
"@mandolinwind08 @canadiangirls99 @realdonaldtrump @flotus ...correctly. all of this is not for shits and giggles. all of this is to see whether or not that fetus is compatible with life. sometimes, organs are missing completely. that fetus will either die in the womb (in which case an abortion would be performed for mom's safety)...",0
@donaldjtrumpjr @realdonaldtrump sure because of all his corupt dealings with europe! hes a traitor. hs also but our national security at risk by his international dealings!!,0
"@realdonaldtrump you were just really bad, fatty.",-1
"@kloeffler @mike_pence @realdonaldtrump lol, ""leadership"".",0
@brianclowdus @realdonaldtrump @getoutspoken20 thank you .• guts = glory,0
@realdonaldtrump we are all showing up on nov. 3rd to vote for biden/harris. the real rally!,0
@realdonaldtrump are you？,0
@realdonaldtrump an all caps troll for the roid-rage accusation. will the liberals fall for the same troll twice? i bet they will they're humorless and stupid!,0
"@sfltrumpgal @halnlakegeneva1 @cocoliveshere @sharonarobinson @huffpostpol @realdonaldtrump @berniceking @michelleobama funny thing is i didn’t call him racist 😂 but you’re from florida and a trump supporter, can’t expect much from you",0
"early bird gets the worm! jackson, michigan loves @timwalberg &amp; @realdonaldtrump🇺🇸💪🏼❤️here’s to a great saturday of knocking doors &amp; making calls to voters! #tvmi20 #leadright https://t.co/7fgvz81ql3",1
@sexcounseling @chicago1ray @realdonaldtrump fake polls in 2016 too.,0
"@debbietraxler @realdonaldtrump yet the rest of the world watches you in horror and fascination at how some of you continue to support a far right, lying, sexually abusive, criminal, racist, chauvinist, science denying mad man. but, you do you, boo.",-1
@gojackflynn @realdonaldtrump president trump! always standing as a soldier working and defending his people! what more could you ask of your president! i respect that man! donald j. trump2020 🇺🇸🇺🇸👍🏻🏛❤️thanks you @realdonaldtrump @potus @gojackflynn @john_f_kennnedy https://t.co/n11sxnzhnc,1
@realdonaldtrump you killed over 210000 people nothing tops that insensitive man who got top notch treatment off my money i pay more taxes than you and yet you get the best health care in the world shame on you orange man,-1
"@ellajanney14 @realdonaldtrump agreed! stimulus bills do work when administered in the appropriate manner. trillions being given to huge corps to keep the market bloated does nothing for anyone, except a select few. and for decades that debt just gets passed to the next generations. poverty multiplied.",0
"@realdonaldtrump is basically saying vote for me and after the election i will give you a big stimulus, now he is using a quid pro quo on us. @chriscuomo @donlemon @maddow #trumpisnotwell",-1
@markdice @realdonaldtrump @breitbartnews part of the reason why i haven't watched since the nba's return from covid!,0
"@realdonaldtrump he may run, sir. but no way will he win.",-1
@realdonaldtrump nobody likes you except your sucker ass supporter today i voted biden so bye don,-1
@markmobility @realdonaldtrump be the herd.,0
"@marshablackburn @realdonaldtrump this is a great parody account! can't be anything else, now can it? 😉",0
@llinwood @justice4genflyn @realdonaldtrump yeah he would have canned answers ready to play for each question. and take 4 days of lids to prepare. would be funny to watch them play answer to wrong question though,0
@goldenblueprint @realdonaldtrump 100% troll https://t.co/gcqh23bdt1,0
@gatewaypundit @realdonaldtrump @andrewhclark it’s going to be a massive electoral sweep.,0
@realdonaldtrump trump is going to hell!!!!!,-1
@realdonaldtrump https://t.co/ahf6gamrq2,0
"@speakerpelosi @realdonaldtrump defeats covid, removes mask, addresses america like a demigod. @speakerpelosi votes to condemn qanon, wears a floral mask while complaining about trump. vote wisely.",0
@ndrewkellyborel @realdonaldtrump you mean only republicans are allowed to cheat?,0
@realdonaldtrump @mike_pence 😂must be the steroids.,0
@davidaxelrod @realdonaldtrump yes that the energy you get from we the people when we are about to give him a 2nd term,0
@glennbeck @9newsnancy @realdonaldtrump cbo projects the deficit will grow exponentially. debt is now 137% of gdp. trade deficit biggest in 14 years. real unemployment rate 12%. iran building nuclear weapons with help of russia. 210000 dead most in the world. no health care plan. https://t.co/80tov6iqos,0
"@realdonaldtrump kinda like ca sends out mail in ballots to everyone, regardless of you have registered and reresigistered to vote in person. it’s pathetic",0
@speakerpelosi @realdonaldtrump @stevenmnuchin1 @wolfblitzer @andrewyang pelosi your statement “crush the virus!” remember chinatown in march &amp; then your hair incident. you put a business out of business! america is watching!,0
"@realdonaldtrump hey donald, stop that bullshit. you're making a fool of yourself.",-1
@realdonaldtrump please vp to addresses how does one vote and make sure it’s not being in the garbage. extremely concerned that my one vote will count.,0
"@realdonaldtrump @markmeadows @senatemajldr @kevinomccarthy @speakerpelosi @senschumer the idea of passing partial stimulus plan is good . macy pelosi‘a package is too big !let’s break them into small pieces , sign the ones both have agreed . both should agree to give money directly to america people, small businesses&amp;should be passed . stop playing politics nancy!",0
@realdonaldtrump fuck stick,-1
@realdonaldtrump @corybooker cory booker will be in bidens administration!!! and guess what? hopeful he will send you post cards while you are in prison! 😂😂😂😂,-1
@realdonaldtrump you realize the markets look favorably to a blue wave based on the belief/fact that there will be more stimulus for the economy and more stability in government,0
@justthetweets17 @johnrobertsfox @realdonaldtrump agreed. just like fdr.,0
@realdonaldtrump delusional donny. go ahead and have your covid rally and don’t let it cross your mind that people will get infected and die.,-1
"@realdonaldtrump more lies from the orange office, and his cult of mindless sheep that dance and beg for pennies from his hands. whilst thousands die, you act as if your special treatment was something for everyone, when you know full well it was not. you sir, are a loser.",-1
@kenny_sowellfan @realdonaldtrump i think pence is still searching for his personality,-1
@andy @realdonaldtrump fag,0
"@realdonaldtrump you look great, 15 years younger. good job sir.",0
@realdonaldtrump #voteoutfacism #votenotrumppence,-1
"@prayingmedic @professorplum96 @lindseygrahamsc @realdonaldtrump #amyconeybarrett is well qualified for the #scotus position! dems are desperate. they are afraid that barrett will be following #lawandorder , for the dems seem to not follow the law, and only in it for power! #enoughisenough",0
"@realdonaldtrump have you seen the ""rallies""? everything biden says isn't true and they are just plain confusing. one day says he is running for senate....other days he thinks he has been in the senate for 180 years. it's like going to a bad show.",0
@onesetoflaws @matthewjshow @realdonaldtrump the religious fringe is definitely doing a good job at turning this country into jesus land.,0
"@realdonaldtrump most americans (who aren't white supremacists, or racists, or religious hypocrites, or fake ""patriots"") are beyond tired of this president's utter nonsense. and that of the vice president and this @senategop. america can -- and will -- do far better. and very, very soon.",-1
@realdonaldtrump most forests are federally run. if you think you can control forest fires in california why haven’t you been doing it these past four years?,-1
@realdonaldtrump start packing. losing biggly https://t.co/v2dwmss9eh,-1
@eyokley @realdonaldtrump @tuckercarlson and somehow we are to believe whatever the show dr is saying? how f*cking unprofessional. this dr. is only going to ruin his/her name by joining the rest of them. https://t.co/mv8fo71sxd,0
@ashishkjha @weijia @realdonaldtrump is still a danger to national security. 22 days the racist will be voted out! @kayleighmcenany #traitortrump #trumpisalaughingstock https://t.co/hbfauertvl,-1
@inthematrixxx @realdonaldtrump https://t.co/w9i3bkyh1k,0
@realdonaldtrump #donaldisnofred,0
@realdonaldtrump just be honest you never had covid you just had influenza.,0
"@raconsmom @gsmithnewport @jennpellegrino @realdonaldtrump i have been saying the same thing, i really feel bad for him. kamala already thinks that she’s taking over if biden gets it, caught it on camera. thank god it’s going to be trump by a landslide!",1
@realdonaldtrump greatest president ever ❤️🇺🇸,1
"@lilangel43130 @realdonaldtrump yeah... i think everyone has seen these. and yeah, it's weird and creepy and shouldn't have been done - but there's gonna be people in any company who are weirdos or perverts and sneak stuff like this into things - shame on disney for not catching it i guess.",0
@jerrygence @realdonaldtrump it not that fresh. leftover hash.,0
@turveybeth @realdonaldtrump hell yes!!!,0
@realdonaldtrump some candid thoughts from someone who has nothing much to lose by expressing them. @mittromney @potus https://t.co/h3eaaka1ci,-1
😳 don’t let @realdonaldtrump know about this!,0
@realdonaldtrump you stupid fuck. vote!,-1
@al05patriot @mariabartiromo @realdonaldtrump @foxbusiness @potus not,0
"@twit_talking @onlytruthhere @realdonaldtrump no you fucking twat, the left has destroyed our country. your brilliant",0
@bammerhank @joannefox5 @fox5atlanta @realdonaldtrump i completely agree. i only watch the news for the weather and then put it on something for my grandson when he gets up. okay ...i also like to see joanne's outfits everyday 😎,0
@realdonaldtrump thank you president trump! i’m so proud to have a president who cares so much for the people.,1
@realdonaldtrump a jesi lood stj 😆😆😆,0
"@mumboone @sarahhuckabee @winningwwg1wga @realdonaldtrump do you know donald doesn't pay his taxes, which means he doesn't help support police, cities, firefighters, schools, etc? do they know that donald is going to destroy social security, medicaid, medicare, etc? well, you do now! https://t.co/2udkeipjk4",-1
"@trumplezzietwin @xandere3131 @lpackard @realdonaldtrump you know what it's called when the media ask him to disavow people he never supported over and over, and consistently pretend he never did? it's called propaganda. he never supported white supremacists, period, there is no reason to ask him to disavow them over and over.",0
@realdonaldtrump when will you fully authorize to release your taxes ... never mind...we already know that you’re a tax fraud and cheat .. who do you owe 421 million to?? #taxfraudtrump #votehimout,-1
@chrismar66440 @lrihendry @realdonaldtrump must be praying to a false god! the real one helps those who help themselves.,0
@jbisright @realdonaldtrump yes you “knew” so much that you didn’t think to make your tweet accurate. that was an intentional trap right? sure thing bud 👌🏼,0
@realdonaldtrump where is your plan. so far it's all talk. you will not protect people with pre-existing conditions because you are not making it mandatory for insurance company to do. so stop lying. for once in your miserable life stop lying!!!,-1
"@greeneggerforum @hulldockster @murray_nyc @realdonaldtrump says the one in the photos complying with government ""mask"" requirements! who is the one being lead now?",0
"yeah, why, covid-45? @realdonaldtrump",0
@el_wezeal @defenderparty @itsjefftiedrich @realdonaldtrump @foxnews ur entitled to your own opinion 🙌🏻,0
@realdonaldtrump @fema hey @realdonaldtrump we have a video of your last briefing inside the @whitehouse with the @gop https://t.co/fhheq4ee01,0
@realdonaldtrump they can't even cheat without messing it up.,0
@judgejeaninefan @realdonaldtrump @markmeadows @senatemajldr @kevinomccarthy @speakerpelosi @senschumer wonderful!,0
@realdonaldtrump https://t.co/wzvgau23y3,0
@realdonaldtrump #votebiden,0
@realdonaldtrump he claims he'll pass a major stimulus bill after the election... really? why after the election? this sounds a lot like i'll release my taxes after the election... or i'll reveal my health plan like ever... the conman is trying to con you again people.,-1
@realdonaldtrump fucking liar 🤥,-1
@realdonaldtrump need that hero’s act bill signed still you do know that right,0
@risettemd @realdonaldtrump https://t.co/ex1wxj20ja,-1
"@nedsfeed @realdonaldtrump @nbcnews lol, trump is literally still on steroids and under around the clock care.",-1
@ericbolling @realdonaldtrump with all the tax breaks trump wants to give and with him feeding money to the farmers and other businesses during his push to get reelected. does giving out all this money make our country less safe around the world or are we just racking up more debt to others around the world.,-1
@reedgalen @therickwilson @realdonaldtrump @projectlincoln @steveschmidtses ooooo i bet they are all quaking in their boots — he’s a big loser —- and himself and donnie jnr and javanka might be the only ones who still think he’s not,-1
@realdonaldtrump @nypost that’s rich.,0
@realdonaldtrump @foxandfriends @foxnews,0
@realdonaldtrump nice song choice 😉😉😉 https://t.co/sediph8mzc,0
@eyokley @realdonaldtrump @tuckercarlson please stop with the promotion of this guy already... or i’m blocking you.,0
@realdonaldtrump sorry donnie no nobel for you this year,-1
"@cfcjamiee @itsjefftiedrich @realdonaldtrump triggered, bro?",0
"@mmanna80 @realpitbulldog @sexcounseling @realdonaldtrump sure, my moneys on the guy who hasn’t spread it through his administration and campaign staff",0
it doesn't matter. @realdonaldtrump he got his prize.......peace😍 thank you mr. president for everything you and your family have done for our freedom in the usa. we love you🇺🇸🇺🇸🇺🇸,1
@realdonaldtrump they won’t let me see link i’m in uk. im american i should be able to see accurate news from my country https://t.co/kww4auwmb1,0
please stop the opera. i want to hear america the beautiful and see you get off the plane. @realdonaldtrump @marklevinshow,0
@tedcruz @realdonaldtrump hmm... he walked into the executive residence without a mask. how many people walk into their homes with masks on? staff that work their should be wearing the appropriate ppe and obviously know the president is here.,0
@patriotprayerus @carlyvwest @realdonaldtrump ok and? he’s still the president,0
@polarsprite @realdonaldtrump 🤣🤣,0
@realdonaldtrump @oann current giant racist adamantly defends past giant racist. #trumpisaracist,-1
@realdonaldtrump also you have more adderall chunks flying out your nose. your team must be really shitty to have missed that. i’d fire them all immediately,-1
"@marcorubio @tedcruz @mikeleeforutah @realdonaldtrump @gop @vp oh look, a republican acting as an agent for the prc: https://t.co/fsenpqk0hx https://t.co/bnttdp4van",-1
"@browngravy_93 @brianclowdus @realdonaldtrump @getoutspoken20 well then, it makes perfect sense for you to vote for a homophobic bully. are you insane? you’ve been bullied but you’re supporting the biggest asshole on the planet? was him mocking the disabled reporter or judging women on their looks or kids in cages all uplifting to you?",0
@voomdoom1 @jasonrantz @realdonaldtrump this guy should be fired. political opinion should not be taught at school. thats what's wrong with our country. let the parent teach about politic.,0
"@msleelou @mcguirescotty @realdonaldtrump too bad he didn't comply with the security guards orders. oh well, it is what it is.",0
"@jenluvsthecolts @silascap @realdonaldtrump i don’t know your specific situation, but biden wants to expand the eitc for people over 65, expand the cdctc from a max. of 3k to 8k (16k) for multiple dependents, ⬆️ the ctc from 2k to 3k, and much more i can’t fit in a tweet.",0
"@mike_pence @vp @realdonaldtrump @flotus if this tweet was from march, it would be a good start. 200,000 deaths later, it’s laughable. even “shithole countries” did a better job protecting their citizens. you are an utter failure and a spineless aider and abettor to criminally negligent homicide.",-1
@judicialwatch @realdonaldtrump agreed,0
@itsjefftiedrich @realdonaldtrump bet you are a fun chap to be around!,0
@realdonaldtrump resign,-1
@teamtrump @realdonaldtrump @mike_pence https://t.co/iddwvzwyul,0
@actbrigitte @realdonaldtrump https://t.co/8jjualgjeu,0
"@realdonaldtrump saw that “forrest” was trending and thought something bad had happened to forrest griffin. much to my relief, it was only this dipshit tweeting again... https://t.co/zj6pif7ywx",-1
@realdonaldtrump vote biden,0
@brandonstraka @byronditto @realdonaldtrump i'm all in,0
@meowsiamese @joncoopertweets @jewishnewsusa @realdonaldtrump hahahaha. this will age really well in a few weeks.,0
@realdonaldtrump vote blue,0
"@realdonaldtrump don't be confused, by your instinct, please make the simplest choice ! stand          or     kneel security      or     riot law              or     crime work           or     unemployment prosperity  or     depression justice        or     evil https://t.co/6mae7lp8bo",0
"@cmisseri1218 @realdonaldtrump my cousin says the same thing. i asked her, “ who told you this “?she didn’t know. it’s fake rhetoric that isn’t based on facts. if you read the proposed bills it’s to do a background check to look for previous history of domestic violence, mental illness &amp; felons.",0
"@briankarem @realdonaldtrump ""from a wh source"" lol. jesus.",0
"@realdonaldtrump for the millions of ignorant, obese maga's that grew up on nothing but action movies, not knowing history, sitting on the couch, this is gold.",0
@realdonaldtrump #trump2020,1
@realdonaldtrump he’s leading because you are a liar and he has a plan to get this country back on the right track. no more sweet deals for your conmen friends...,-1
insta-poll: who won the debate-- bloom or curtis? | coast to coast am https://t.co/z309grzs4o @realdonaldtrump @whitehouse bloom is delusional. can't tolerate listening to his lies which he is stupid enough to believe.,0
@mattglantz @realdonaldtrump @joebiden https://t.co/wv9wtjtwco,0
@realdonaldtrump the door's open. here we go! meme time!,0
@projectlincoln @realdonaldtrump they still have hunter on payroll. the biden's lick ccp boots for fun. how bout that.,0
@ryanafournier @realdonaldtrump yeah i think she’s up to something. if she pushing the narrative about president trump health...if biden gets in (fraudulently) she will use it against biden and we will get stuck with kamala. horrible situation to think about!!! get rid of pelosi!!!,0
@realdonaldtrump you wouldn’t know a suburb if you drove through it. why do you hate the poor?,-1
"@realdonaldtrump well, that’s certainly an interesting perspective. of course, obama did serve the maximum of two four-year terms. but your point is still... interesting.",0
"@senatemajldr @marthamaccallum this morning, @realdonaldtrump, called a member of the u s senate @kamalaharris a monster and a communist. the american people deserve to know if you agree. @joebiden #teamjoe https://t.co/ogg53temiu",0
@realdonaldtrump have you heard who biden is running against in pennsylvania? look into it. there’s your answer.,0
@gensrodney @judgejeaninefan @realdonaldtrump 😂😂😂,0
"@realdonaldtrump the only thing that is fake is you! fake tan, fake news about you contracting covid 19, fake happy wife, fake good president. the usa and the world will be a better place with you not being potus.",-1
@senmikelee @kamalaharris @realdonaldtrump @vp unless they are racist. then it's irresponsible to not bring it to light. #bidenharris2020tosaveamerica,0
@realdonaldtrump and yet even as you try to act like you're a good guy that defense people you're still trying to force her to cave into these people's wishes. you are a white supremacist leader and you're not fooling anyone except for your extreme right base.,-1
@realdonaldtrump don’t vote for trump by mail - you have to hand him your ballot personally.,0
@realdonaldtrump ur an idiot,-1
@realdonaldtrump - we know in your mind you think you are the only one people should be concerned about. other curious minds would like to know how your wife and staff are doing. or are they part of the 'i got covid scam' too?,-1
@tomfitton @realdonaldtrump @judicialwatch is that why one lady received 8 ballots?!,0
@kayleighmcenany @realdonaldtrump she’s condescending and can lie with a straight face!,0
@realdonaldtrump https://t.co/vsmlzypgpv,0
"@donaldjtrumpjr @realdonaldtrump god bless you mr. president there is none like you. you're annointed. let no weapon formed against you prosper, and every tongue that rises up against you in judgment you shall condemn. this is the heritage of the lord, their righteousness is from me says the lord. isiah 54:17",1
@sarahhuckabee @realdonaldtrump you’re going to burn in hell one day for all your deception,0
@mike_pence @realdonaldtrump but the american people aren’t!!,0
@realdonaldtrump check your temperature.,0
@gopchairwoman @realdonaldtrump stand down and stand by,0
@realdonaldtrump https://t.co/4gv0uox6y6,-1
"@irend38981364 @slampoetslams @meidastouch @realdonaldtrump dt ran this country like one of his businesses- to the ground. 210,000 dead, massive unemployment, tanked economy, racial riots. you look at all that and still want 4 more years? gtfoh.",-1
@realdonaldtrump https://t.co/jopmetslpq,0
@hkrassenstein @realdonaldtrump but you guys want to #defundthepolice,0
@trumpwarroom the failing &amp; fake @realdonaldtrump is a disgrace to the office of president of the usa 🤮🤮🤮🤮🤮🤮🤮🤮,-1
"@the_resistor @acyn @realdonaldtrump he is so adult child it is appalling. he has all the negative characteristics of an addict without the drug. as they say in the trade, you can remove the alcohol but you still have the ic(k).",0
@marshablackburn @realdonaldtrump please quit embarrassing us.,-1
@realdonaldtrump https://t.co/zmfmxtdg4j,-1
@realdonaldtrump oh btw...vote biden!🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦🟦,0
@nickadamsinusa @realdonaldtrump liberal massachusetts!!!!!! love my president 🇺🇸🇺🇸🇺🇸,1
"@realdonaldtrump @wandavazquezg cash for votes again is it, or just cash in your pocket, like the 2.3 million you just used from your campaign to fund your own fat ass? #hypocrite #liarinchief #trumpisalaughingstock #fucktrump https://t.co/dli8qlrapj",-1
the left acts like trump isn't doing all of this right now. pathetic. @realdonaldtrump #trump2020,1
@briantylercohen @realdonaldtrump are you stupid? when did trump claim to have been to war?,0
@realdonaldtrump @seanhannity @foxnews do an executive order for stimulus checks $1200 - $1500 #seats4stimulus @speakerpelosi @senatemajldr @gopleader @sensanders @lalate,0
@realdonaldtrump not happy about your decision but i get it. 🇺🇸☹️🇺🇸,-1
@volinxx @resisterforever @abc13news @realdonaldtrump @joebiden https://t.co/midx68zgub,0
@kamalaharris biden is going to jail with hillary and obama @realdonaldtrump make it so mr president!! god bless america 🇺🇸,1
"@rapabstract @boco20 @itsjefftiedrich @realdonaldtrump where the crime involves a conspiracy, or a conspiracy to cover up the crime, there will invariably be a disinformation campaign launched against those seeking to uncover and expose the conspiracy...?",0
"@realdonaldtrump @marshablackburn so your meds are pretty strong then, donnie druggo? https://t.co/o9nhtmewcz",-1
@nerdofwarcraft @realdonaldtrump liberals going insane,0
@jez_1985 @turdface70 @gandp007 @nc_24 @disillu31110791 @realdonaldtrump oh i love how you're turning this on me. i talk to real people. not a propaganda machine that says fake news every time they don't like something that is said about them. their support base is too stupid to ever question what they say.,0
@meowsiamese @joncoopertweets @jewishnewsusa @realdonaldtrump that’s right - we call your bluff mr. president and raise you 2 indictments,0
@realdonaldtrump maybe you should be more concerned about the american lives lost to co-vid! it’s not always about you! #trumpisanationaldisgrace #trumplied200kdied,-1
@chidinwatu @realdonaldtrump folsom send his sorry ass to folsom😂 they'll go american me on his fat ass!,0
@realdonaldtrump https://t.co/cjodi65pri,-1
@realdonaldtrump it’s tripled baby !!!!! trump 2020,1
@chuckgrassley @realdonaldtrump can’t you spell? please retire to the corn farm,0
"approval ratings for @realdonaldtrump, @govrondesantis drop sink, via @realryannicol https://t.co/ostb6wzgao #flapol https://t.co/xdixuc5r6z",0
@realdonaldtrump we love you man !!!!,1
@realdonaldtrump https://t.co/y5ha308av2,-1
@targaryen888 @realdonaldtrump i thought the exact same thing this morning!,0
"@goosewaynetv @realdonaldtrump ahahahahahahahahahahahahhahahaahahhaahahhsshhsshshaahahahah!!! unified your country??? lmaooooo from europe! ahahahahaah, what an idiot!!! ahahahahahahahahaha!!!",0
@realdonaldtrump no chance you’ll win anything!,-1
"@itsjefftiedrich @realdonaldtrump forrest? idiot - you started an entire nation on fire, what possible good could you do?",-1
@dollmaker26 @jsparham @dollybelle @hkrassenstein @realdonaldtrump https://t.co/2bl0m2u463,-1
@realdonaldtrump #losertrump,-1
@xarmandkleinx @joe56odad @realdonaldtrump @gopleader thank you! 🙏🙏🙏🙏🙏🙏🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸❤️🤍💙🇺🇸❤️🤍💙,0
