texto,real
"@americanair just went to check into flight 24 hr advance, again husband and i are seated separately for 6hr flight! why does this happen??",-1
@americanair no; i just expect a higher level of customer service &amp; for the flight crews to give us accurate information,-1
@americanair or at the very least an explanation on why no one told me my flight was cancelled flightled!,-1
"@americanair i tried when i landed, but there was no-one there. i've emailed your customer service twice now who don't seem to care.",-1
"@americanair no i've since rebooked with another airline, what i would like is compensation for all the time/money lost!",-1
"@americanair nothing, you have done enough.",-1
@americanair i was rebooked on a flight that was too late flight for my connection!,-1
@americanair such a suprise! new vanity kit set for frequent travellers 😀 thank you aa! http://t.co/fa7nygn1ux,1
@americanair gah this is so frustrating! nobody has my address here in the usa. where are my bags!?!? so disorganised!!!!!!!!!!!,-1
@americanair lovely flight back from mia to lhr - great crew - thanks :-)),1
"@americanair i have emailed several times.hand wrote a letter,went to airport,called.please fix this! or @abc7newsbayarea please help!",-1
"@americanair offered me a cot to sleep on?after they cancelled flightled my flight. a fucking cot. what about a hotel, like you're supposed to provide",-1
@americanair over the last year 50% of my flights have been delayed or cancelled flightled. i'm done with you.,-1
@americanair another generic response guys? cmon. you're terrible. how about an actual helpful person? not all the rude employees at lax,-1
"@americanair i tried, extremely rude. even the supervisor. and when i asked to speak to his supervisor i was told no",-1
"@americanair yes but you are still human i hope, dealing with all the horror stories people share... i complained to dot. everyone should",-1
@americanair try contacting everyone on that flight with a refund offer and we might believe you are sincere,-1
@americanair i have filed multiple complaints. i prefer to continue warning the public instead of wasting more time with this inhumane corp.,-1
@americanair worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,-1
@americanair terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer,-1
@americanair worst service ever!! delayed flights for more than 5 hours plus you missed my bag! and your employees are rude 😡😡,-1
@americanair thanks for the generic computer generated response. how about you accommodate your travelers instead of just saying sorry,-1
@americanair they are giving cots to the people that did not get hotel rooms...that is terrible..,-1
"@americanair i did twice.got a letter back saying that your company ""doesn't issue refunds for phone bills"" help!phone will be shut off",-1
"@americanair oh, yeah. i guess those are two different things. 3 am does weird things to my brain. thanks again! xox",0
@americanair yes. no one is answering and i'm on a train,0
"@americanair ty! but, their site says "" please note that we do not offer a print subscription service for american way. ...""",-1
@americanair its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,-1
@americanair just hoping/praying for a safe flight. they've had to stop and de-ice our plane yet again😞,0
"@americanair after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. help!",-1
"@americanair pity that a machine replied, or perhaps my story not unusual. expected better response given article in in-flight magazine.",-1
"@americanair i have been rebooked for the 7am flight. my questions is, why do some people get hotel and the others don't like myself?",-1
@americanair i responded. your info different than your customer service line,-1
@americanair done,0
"@americanair will not help us on the phone, at the gate or in checkin. i book travel for clients and cannot believe the lack of service",-1
"@americanair no no no, you dm me, i pay you money and you want to me to reach out to you for help? how about the other way around",-1
@americanair i had a 6am flight i can get no rest because i have to wait another 2 hours to receive an automated phone call. #neveragain,-1
@americanair does not know the meaning of customer service. nightmare. paid for direct flight. bumped to dallas. flight cancelled flighted. terrible,-1
@americanair that's absolutely horrible customer service. the person supposed to call me can't immediately call back when disconnected???,-1
@americanair will do. i also passed the website around to other passengers.,0
@americanair my flight was cancelled flightled i called they said they'd call back in 1:36. they did and hung up now saying i have to wait 2 hrs!!,-1
@americanair *does = doesn't,-1
@americanair okay... if someone does it look for it now my fear is it will be lost forever. it's a very small item.,-1
@americanair what kind if airlines do you guys run? the people that got in line first received hotel vouchers? terrible customer service!,-1
"@americanair @emxlyy ""the wheel was broken when we got it. we swear.""",-1
@americanair cancelled flightled flight from fresno then rebooked for lax now flight cancelled flightled again and its midnight with no more hotel available???,-1
@americanair i'll give a reward for whoever finds and returns to me on thurs when i fly back thru @dfwairport. i ❤️ these earrings!!,-1
"@americanair checked in at des moines, lay over in ord, final destination austin, texas. baggage was only checked to ord.",-1
@americanair and btwn gate a8 &amp; a15 i lost a diamond earring #dayjustgotworse! pls have maintenance look for it!! http://t.co/uiesr3ghho,0
"@americanair we then had to deplane, and change planes.",0
"@americanair you guys cancelled flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. thanks",-1
"@americanair after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.",-1
@americanair but your flight crews &amp; ground crews have handled situation well. texting notification let me catch a few winks during delay.,1
@americanair thx! i hope so. iah to dfw to okc has turned out to be a long trip today and i have to work tomorrow.,1
@americanair i understand that but i'm hoping i can rectify this in advance. i would call but i am in auh. i just need my one checked bag.,-1
"@americanair yeah, buy me a @delta plane ticket from san diego to detroit so i can fly one of their planes home tomorrow",-1
"@americanair nothing to do with mother nature, more like poor commutation.",-1
@americanair is the worst airline in the entire world. i only flew them because i had to and it was the nightmare i knew it would be.,-1
@americanair hey! i have a name issue on my reservation can you help?,-1
@americanair i dm'd you,-1
@americanair thank you! my lost item was located at ord and is being returned to me.,1
why doesn't @americanair provide a means for dialogue? what is the fear that drives this decision? #worstcustomerserviceever,-1
"@americanair 2284, four hours late flightrs and we are finally flying out...too bad i missed my event",-1
@americanair please allow me to speak with someone. a dialogue would solve this issue better and faster than emailing.,-1
@americanair it's not only my bag...it's the complete lack of respect when i called. i was hung up on. and it is my daughters bag,-1
"@americanair if sna curfew causes diversion, do you provide transportation from lax? on aa1237 now, pilot not sure if we have time.",-1
why doesn't @americanair allow for conversations between upset customers and their customer service? #worstcustomerserviceever,-1
@americanair it's not cool that my flight was cancelled flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm,-1
"@americanair no, you should do something about everything happened yesterday...",-1
@americanair and i forgot about that lounge!😂,0
"@americanair thanks! bleh, disconnected! let's try this again!!",-1
@americanair appreciate it!!,1
"@americanair i love the admiral clubs! thanks, hey can you follow me?",1
@americanair - reference number to this request: 1-3001408092,0
"@americanair just curious. thanks for the response as always, good or bad. better than your competition.",1
@americanair your customer service is deplorable. i am disgusted in your company and the ignorant people on the phones for lost baggage.,-1
@americanair were stuck on a plane in dallas that's supposed to be going to okc. there's an issue w/ the plane. any idea on how much longer?,-1
@americanair - thanks. she submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice,-1
@americanair thanks!,1
@americanair they responded. i can't respond to their response. nor can i speak with someone. #worstcustomerserviceever,-1
@americanair thanks you always be my airline of choice when possible,1
@americanair gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain,-1
@americanair who do i report missing baggage to when baggage claim leaves before midnight?,-1
.@americanair how about connecting me with a customer service rep? i'd rather speak to a person than a computer. thanks!,-1
@americanair tsa. when i tried to check in the things i've bought your people told me it was late flight to do it. so... i want my things back,-1
"@americanair arrived +-10pm eastern. had to deplane on the crjs airstairs to an icy tarmac. valet bags sent to carousel, so it was 10:20pm.",-1
"@americanair attended to and corrected my complaints via twitter. whoa. this is the brave, new world we live in. thank you, american air :)",1
"@americanair couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.we won't be on flt 1568 tomorrow.",-1
@americanair @united @spiritairpr @fioretti2ndward @chicagosmayor @garcia4chicago bs that #noise #late flight #norahm http://t.co/cfzdjmn0ui,-1
@americanair it's sad how i can't afford any long distance trips though. :/,-1
@americanair btw you guys should consider making a lounge at austin intl. airport! very populate flightd area! will help the company for sure👌,1
"@djevolutionhd as an ep who travels 125k+ miles a yr with @americanair , i would expect more from them than this horrible travel experience",-1
@americanair are you expecting any delays out of #dfw tomorrow morning?,0
@americanair that was the worst customer service experience ever. too bad for you i'm a lawyer. enjoy my wrath.,-1
@americanair it's beyond complicated now and it feels like when i used to fly with united. platinum means nothing.,-1
@americanair i look forward to hearing back and hope that my next trip will not be like this,-1
@americanair oh trust me. i am in love. it is so beautiful!,0
@americanair followed! sure hope you can help!,0
"@americanair @boeingairplanes i really would love to experience first class on that plane,looks stunning!",1
"@americanair i love the service and cheap upgrades american provides! one of the best airlines ever! good food, good seats, amazing thanks!",1
@americanair - you broke my sick wife's luggage handle going from jfk to lax...she had to drag her bag thru the airport! #customerservice,-1
@americanair @gerri_elliott you will!! every chance i get! thanks for keeping me exec platinum.,1
@americanair no not yet. waiting now to be connected to an agent,-1
@americanair when should i expect a response from customer relations,-1
@americanair no not yet. waiting to be connected to an agent,0
"@americanair glad that you wanted to help me, but you didn't. have an agent call me before i rant about shitty service every day",-1
@americanair there are only 24 hours to cancelled flight or change itineraries booked online and that 24 hours is just about over. impossible scenario,-1
@americanair there are no more flights via united when i arrive to dfw and my car is parked at iah 😁,-1
"@americanair your online site doesn't have flights listed in chronological order, resulting in a mis-purchase. anything that can be done?",-1
@americanair i found my footage!! :d i am so so happy.,1
@americanair well we cleared customs in auh. i need to get to iah after i arrive in dfw. is it possible to retrieve my luggage in iad?,0
"@americanair i will and i will share with many, many others. #filmcrew #media @wsj @nytimes @latimes @chicagotribune",0
@americanair tell me you can get me to abi earlier than 8 pm tomorrow,0
@americanair #2298. everyone else was outstanding.,-1
@americanair the last was 2339 dfw to ord. not weather relate flightd... austin leg delayed as well,-1
"@americanair my bag flew with aa while i flew with delta, and i'm still not sure whose final carrier is referred to.",-1
@americanair follow me back so i can dm you guys,0
@americanair you have cancelled flightled my flights because of my last name. do the right thing and reinstate my tickets,-1
@americanair flight veers off icy runway at @dfwairport. most dfw flights cancelled flighted mon http://t.co/q37pown6uv @cowboycerrone figures right?,-1
"@americanair you know i love this airline, but why are my friends @megentripodi @jordnnicole7 having such a problem retaining info they need",-1
"@americanair $600 late flightr, 2 complete itinerary changes, and lost work and time, but yeah ""i"" got it rebooked",-1
@americanair not surprised that you were the fastest responding us brand on twitter for q2 + q3 2014. also 10th fastest in the world in q3,1
@americanair you've got to be kidding. look at the pictures. i'm hoping it's on the flight that just came in. the whole story is 2 much,-1
"@americanair you're clueless. a kind rez agnt contacted usair 4me around midnite, told them what to do. if not that i'd have missed funeral.",-1
"nice try @americanair i heard your crew whisper ""she's still at the hotel, she probably doesn't think she has to work until tomorrow""",-1
@americanair do you have hand sanitizer in the bathrooms on your flights?,0
@americanair i'm at the airport right now and your people didn't know how to react and help me with this situation. very frustrated.,-1
@americanair thank you,1
"@americanair so break whatever you want, take no responsibility..too bad for customer? #media #filmcrew @chicagotribune @wsj #nytimes @cnn",-1
"@americanair flight veers off icy runway at @dfwairport. most dfw flights cancelled flighted monday, flightaware says. http://t.co/atwyifh6zy",-1
@americanair my mom tried also. that wasn't the reason they wouldn't change it. y'all literally said that you'd rather have an empty seat.,-1
@americanair no apology necessary. it was wind and i was on delta. xoxo,1
@americanair you fucking suck,-1
@americanair thank you,1
@americanair on our way now,0
@americanair i am traveling from auh to iad via etihad and then from iad to dfw via aa. will i be able to retrieve my checked bag in iad?,0
@americanair is this a serious thread. maybe you guys should re-read it. #fail,-1
@americanair now on 5th plane of the day. first 4 all taken out of svc. scheduled dep 3 p.m. still on ground ord 10:45pm,-1
@americanair joanne from your san diego staff was phenomenal! give that girl a raise. she handled our #flightnightmare better than anyone.,1
@americanair you are beyond redemption. jfk. baggage claim looks like a luggage warehouse,-1
@americanair sent,0
@americanair what about flight 1239?,0
@americanair thanks to aa / dart for getting me home in time for work this morning den-dfw... didn't have to waste a vaca day @dartmedia,1
"@americanair even followed me, but i still can't get them to answer their phones. worst. customer ""service"". ever. #customerservice #fail",-1
@americanair yeah and what are they gunna? nothing your whole organization is a joke,-1
@americanair my sister just received a call that her trip wednesday (flts 2348/3499) was cancelled flightled and resched to next day. why?,-1
"@americanair great, then tell me how you will fix it? @suntimes @wsj @latimes @nytimes #media #filmcrew #photography #cameragear",-1
@americanair 2hr and 20 min delayed...still waiting...you need to do something to improve... http://t.co/1m36ntptr8,-1
@americanair it says on you web site that u fly directly from ord to dub. when i try to book it says you do not. have you stopped ?,-1
@americanair glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.,1
@americanair i booked it on us airways site. don't see a cancelled flight link :(,-1
@americanair we had to sit in the airport a long periolodicly time. the planes were nasty,-1
@americanair with snow/ice forecast dfw tu pm-we am what is change policy on reservations we hold wed morning? any leeway??,0
@americanair no space in my seat but thanks to your pilots i'm back 25mn early to ohare!! didn't think that was possible!! #sna2ord #1644,1
@americanair late flight again geez flt2417 #late flight #delays #typical,-1
@americanair do you guys have wifi on international flights?,0
"@americanair to add insult to injury, i have to go pick it up myself. real class act! i'll stick the delta from now on.",-1
@americanair absolutely disappointed in your lack of service. lost my bag and can't even deliver it after i was told it would happen.,-1
@americanair just followed you.,1
@americanair what are preferred seats?,0
@americanair what can aa do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,-1
@americanair the late flightst usair4603. earlier 4591,0
@americanair any delays on tonight's flight from dfw to sat? i have family members on board.,0
@americanair what is going on with the flight 2417? it has been delay a lot .,-1
@americanair can i use an swu on an finnair codeshare of an american operated flight (jfk-man)? thanks in advance for the help!,0
@americanair we tried with multiple people. i already sat on the phone for an hour and a half and got nowhere.,-1
@americanair which one.?i have been booked on 6 different ones in the past 2 days,-1
"@americanair nope. couldn't make changes online and after 90 mins on hold and time dealing w/ the rude rep, the 24 hour window has closed.",-1
"@americanair doesn't care about customers, break your gear and tell u they can't do anything. @wsj @latimes @chicagotribune #media #filmcrew",-1
@americanair yes....twice...for two different flights and occasions,0
@americanair why is your cover photo of twa? just wondering.,0
@americanair unable to access the website. will try again.,-1
@americanair yikes.,0
.@americanair hopefully it's all fixed. they've got a new aircraft for us- just waiting to board.,0
@americanair best planes in the business. not? aa5411 today. http://t.co/i7vdi9wqsf,-1
@americanair @usairways i need to cancelled flight a flight i booked earlier tonight. are you able to do it over twitter?,0
@americanair i loved todays fight. but there was a bad draft on the airplane please add more air to air thanksm,-1
keep it up :) @americanair,1
@americanair @louprice13 @aacustomerservice. apology not good enough. 4 planes with mechanical and 9 hours delayed unacceptable.,-1
@americanair thx for the apology. a commitment to fix your broken system would be better. actually fixing it would be better still.,-1
@americanair seats that were assigned are inappropriate for child this age. aa knew age of child.,-1
@americanair this is the biggest joke i've ever seen and will be telling everyone never to use you guys cause you are a joke,-1
@americanair pay for my accommodations when you are the ones cancelled flightling it for no reason and i know your saying (lying) it cause of weather,-1
@americanair airport and 2 extra nights for hotels and not once have i heard of anything from your embarrassing airline saying that you will,-1
@americanair this is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,-1
@americanair your assistance has not been very helpful frustrating disappointing experience &amp; w/small children very inconvenient,-1
@americanair cancelled flight my flight saying it is cause of weather condition when it was the only flight that was cancelled flight,-1
@americanair again you guys are a huge joke and cancelled flight your flight for no reason. this is the 3rd time in one trip for me that you have,-1
@americanair what is going on? this is pathetic. online doesn't work and phone wants $25 to give a seat assignment.,-1
@americanair i've just received the ticket. thank you for your help,1
"@americanair jet slides off icy taxiway at @dfwairport 

story: http://t.co/4ponj3jide http://t.co/3dcwerz1kr",0
@americanair this is getting out of hand. i called reservations to reserve the seats that it won't let me select online and there's a fee...,-1
"@americanair on flight 1074 that has been delayed for hours over human errors like a food truck hitting the plane, now the lines are frozen.",-1
@americanair so disappointed with this airline never again will i book with you guys,-1
@americanair thanks,1
"@americanair you found my lost luggage, won't bring it to me until tomorrow. next day if the weather isn't nicer. terrible service",-1
@americanair would it be ok to send you a dm asking a few questions because i'm deaf and been on hold so long?,-1
"@americanair ""sorry you were disappointed"" #outoftouchwithreality #people have kids and jobs",-1
@americanair @nrosenb1 it's not allowing me to book available seats,-1
"@americanair seriously, all flights from detroit to dallas are cancelled flightled 2 days in a row. i want to get home &amp; see my wife &amp; kids.",-1
@americanair of delays and trapped on planes with no water or air. never ever ever again. #neveragain #aafail,-1
@americanair literally just told me they'd rather have an empty seat than my mom get to come earlier &amp; take me to dr. appointment. wow,-1
@americanair we have posted your response on facebook for everyone to see people are appalled by your lack of concern,-1
@americanair i had an advantage # and you deactivated it. i don't think you should deactivate a customers acct without their knowledge #help,-1
@americanair thanks for making this the worst flying experience ever. 4 different planes of mechanical issues and 12 hours and counting,-1
"@americanair if it's in my backpack, why do i need to see agent?",-1
@americanair i really wanted to sign up for your airline credit card but your absurd $400 change fee to switch my flight made me think twice,-1
@americanair she sent you an email 2 customer service the night it happened ur response was basically 2 bad sorry how should she contact u.,-1
@americanair hi aa ! i placed an itin on hold to expire on 2/27.just logged into my acct..its gone! seat hasn't been released to inv. help?,-1
"@americanair tpa - ord!!! aa1679 another successful journey, thanks for the hospitality!",1
@americanair thank you for the response. much appreciated!,1
@americanair 4369. about 4 flights all using same gate w/buses to the planes. awful boarding process. hour and a half late flight,-1
@americanair is there another line i can call when i am on hold for 5 hours? also how can i get compensated for this loss of time and money?,-1
"@americanair @rizzilient after days, i finally got the automated service to call me back but it hung on me! this is beyond ridicules. help!",-1
@americanair asked for a waiver of a change fee for flight booked w/in past 24 hrs. rep was rude. just told me no. didn't even try to help!,-1
@americanair any idea why flight 5392 from hsv to dfw tomorrow cancelled flightled about 45 minutes ago?,0
"@americanair thanks. i actually made it, my connection flight was delayed. guess all delays are not a bad thing. http://t.co/xggcntco8m",1
@americanair the issue wasn't a long wait. it was an infinite do loop. your system didn't let me (or any customer) wait or leave a message.,-1
@americanair did the policy change? i've seen people with hamsters and rabbits before.,0
@americanair thanks to your attendant on flight for advising connect flight held. ran with kids and flight departed. poor service at miami,-1
@americanair an hour now waiting on the phone for us air help. 10 hours waiting at the airport yesterday. love the service guys.,-1
@americanair i'm here standing at baggage claim waiting for bags for over an hour at dfw. the gate is 100 feet from here! #nothappy,-1
@americanair right so i missed my connection / had a three hour kay over / then you lost my bag.,-1
"@americanair obviously we did see an agent-booked us for tomorrow morning. no hotel, no transportation. #pregnantwithtwins #stranded #angry",-1
@americanair i was suppose to be in fl 4 hours ago. and i'm not. i've been waiting for hours this is just ridiculous,-1
@americanair my 2498 to clt left the gate. what is next for clt. need help,0
@americanair you have a company policy that refuses employees to speak to other employees over the phone? interesting,-1
@americanair still on hold. after you hung up on me the first time (another 45 minutes!) http://t.co/imrlau77ih,-1
@americanair if it i have not rebooked didn't get notified that it was cancelled flightled,-1
@americanair is that the flight for tomorrow?,0
"“@americanair: @thecandacesmith thanks for the shout-out, candace! enjoy the ride.” always! i adore american airlines!",1
"without notifying though? “@americanair: @krescate we don't like cancelled flightling flights, kim, but weather has not played nice with us.""",-1
"still thinking, those pjs may have me sold @americanair @momsgoodeats we'd #love to have you on board with us! @mandarinjourney here i come",1
@americanair do you have any flights with lie flat seating from stl to pdx around the date of march 5?,0
@americanair how do you refuse a customer who is willing to pay to upgrade when half of your first class is empty,-1
@americanair customer service (if you can call it that) refunded my money,-1
@americanair im still on hold...,-1
@americanair you ever wonder why you find yourselves responding to so many customer complaints on twitter? it's because your airline sucks.,-1
@americanair are you people cruel or just stupid? why are you posting my personal email on the damn internet? have u lost your mind?!,-1
@americanair do we get a class discount on your wifi? i will be flying your airlines at approx. 4 am?,0
@americanair #customerservice. sitting on my fourth plane today with a mechanical problem. no excuses for this. tough to be loyal.,-1
@americanair @contactcej thanks!,1
"@americanair @americanairlines #bqonpa flight #1641 delayed from pos-mia, missed #2214 mia- atl need seat on last flight to atl.",-1
"@americanair so bad service in miami, airport..",-1
@americanair needs an entire customer service overhaul @delta would never treat its customers with anything less that a1 service,-1
@americanair are you guys intentionally trying to lose customers and money?,-1
"@americanair why do you continually play the ""according to federal regulations"" every 58 seconds. i could see if you had quicker service...",-1
@americanair can i send you my trusted traveler id to add to my reservation for tsa pre?,0
"@americanair thanks, but i had to hire a car in chicago and drive to mke. does that mean i have to go to the airport?????",-1
@americanair the folks at the executive platinum desk are great pros. they understand my displeasure with change fees and switch to sw.,1
@americanair he thanks you. anything you can do to help. would any further information help in the process?,1
@americanair thanks for a cancelled flightled flight then a delayed flight and not telling us more missed work more $ on hotel #worstcustomerservice,-1
@americanair flight 3487 delayed 1 hour because of pilots? i spend 5+ hours on the phone just to get an ep agent on the phone now this?,-1
.@americanair advised gas and pilot of my flight. too bad no one took action.,-1
@americanair @usairways need to be reported to the @bbb_media for their complete disregard for paying customers! #donotflywiththem,-1
@americanair anything in particular i should ask for. will they want me to document my mileage plus status!,0
@americanair how about you give us a number to call instead of the empty email since you are not working on it,-1
"@americanair i have been checking consistently, and called multiple times. as a loyal aa customer, i'm disappointed.",-1
@americanair congrats on your call center customer service! a guy named fidencio answered and he went above &amp; beyond to help me! 👌👌👌,1
"@americanair daughter record loc. is kybilc. she is traveling with 3 y.o. and needs to be in adjacent seats, not across isle.",0
@americanair gabriela in miami is a very rude employee.working the mia-lga check in. she made experience unpleasant. #customerexperience,-1
@americanair ok makes no sense tho since you'll give me a free upgrade to first.,-1
"@americanair i didn't want to cancelled flight, i wanted to take someone off and keep my price. held at 402, at 10am today 440, now 530",-1
@americanair it's not about the delay. it's about the communication.,-1
"@americanair would you like any additional details of my issue? airport, flight, agent name? or are you happy w/ this automated lip service?",-1
@americanair 3611 was supposed to depart at 5:10pm central. about ready to close the door at 7:34pm central.,-1
"@americanair @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!",1
@americanair absolutely!,1
@americanair - cluster continues-still on connecting instead of direct..bag charged and seats not together. #shafted,-1
@americanair @usairways - i'm pregnant with twins and you're going to abandon me overnight in an airport? no hotel? when it's your fault?,-1
@americanair has no idea what they're doing. delay 1 flight from 5pm to 7:40pm then delay another to the same destination @ the same time.,-1
"@americanair @maryella_green just received it, actually. thank you!!!!!!!!!",1
@americanair are flights from pensacola fl delayed flight 3670,0
@americanair the status on my itinerary says on request in red. what's that mean?,0
@americanair have such a bad rep for loosing costumers luggage. i stopped flying them a while back.,-1
@americanair @jokerunning this happened to me too!!!,0
@americanair why did you drop my call. why don't you have more people answering phones? why is it always high call volume when i call,-1
@americanair thanks 😩. idk if it still late flight but i hope i get it tonight 😭,1
@americanair i can't work with them if the call gets cut off while i'm still holding..... is dfw looking any better tomorrow?,-1
@americanair u didn't give an answer why the flight delayed so long. and how do u compensate missing my other flights lima to cuzco??,-1
@americanair can you help me update a birthday that was incorrectly input in a reservation? this is preventing me from checking in,0
@americanair yep as i saidi feel sorry for you that you have to run their account how embarrassing for you,-1
@americanair tsa said there is nothing they could do. but the question is why are your employee's swapping your customers belongings?,-1
"@americanair now i have to wait ""more than 60 minutes""",-1
"@americanair thanks, me too",1
@americanair i need assistance reflight booking problems a flight from dfw to lit,-1
"@americanair just took off. sitting with someone who is scheduled on buenos ares out of jfk,not sre if he will make it. r thy holding plane?",-1
"@americanair the dinner and called me ""hon"". not the service i would expect from 1st class. #disappointed",0
"@americanair upgraded to 1st class. inquired about red wine. ""sauvignon blanc &amp; i can't pronounce the other one."" couldn't describe...",0
".@americanair no. i watched these bags be abandoned at depart gate. watched for &gt;40 mins until owner returned, 20+ mins after i reported",-1
@americanair everything for sorted out. thanks for the help. excited to get home tonight!,1
@americanair my mistake multibillion dollar company,-1
@americanair why would it take that long? my credit card company says the card hasn't been charged yet. should it take 5 days for this?,-1
@americanair for our delays !!! i'm out of more money because of you,-1
"@americanair i have got a flight for
the next day !! what about a credit ! you guys are a multimillion dollar company give us back a credit",-1
@americanair dont send me a tweet to cover your social media complaints. how about sending me a message with a way to resolve?!?! #custserv,-1
"@americanair @barrettkarabis what a joke you can mail
the receipt !! yet. we can't mail
them
a payment and fly before hand right",-1
@americanair no. it does. you could not be more wrong. http://t.co/66nxzhbbmt,-1
@americanair keep up the good work. got me to my destination safe and on time today,1
"@americanair why doesn't anyone make a better effort to retain customers. it should be an easy fix, i just want to travel aa.",-1
@americanair btr trained gate agts. im a frequent flyer &amp; have nvr had issue w/my bag 2day i was forced 2 gate check while priority boarding,-1
@americanair misplaced my bag 36 hr ago and can't tell me where it is. i've lost $1000 of stuff :( #americanairlines #unamericanairlines,-1
@americanair cancelled flightled two flights from miami to nashville yesterday and could not get me on a flight for 3-4 days. #southwestairwasthere,-1
"@americanair lost 3 pieces of our bags, haven't delivered them in 36 hours, lied that they were delivered, and still no refund. never again",-1
@americanair improve envoy's performance. 5th trip through ord in 2015 i've been delayed for hours because of envoy. i could drive faster!,-1
@americanair two cancelled flightled lga flights. both by @delta took off. looks like i have a new carrier @delta!,-1
@americanair lady at b1 abq for 5347 on 2/23 was of a great service to all among several cancelled flightlations,1
@americanair any ways to get through the 50 minute wait to book a flight?,-1
@americanair can you provide guidance on how i should work with them to resolve the issue,0
"@americanair really?they closed the gate at 10:30 instead of40.i got there at 10:39. if u wudda put in my ktn like i asked, i wudda made it.",-1
"@americanair trying to change flight via dfw tomorrow, can't get thru on phone, long wait then cut off x2, can you help please?",-1
@americanair thanks for following up- it finally worked!! fingers crossed the new flight works.,1
@americanair stuck on the tarmac in clt because the our gate is not open. hope i don't miss my connection.... #logistics #americanview,-1
"@americanair i waited on hold for two hours, only to have my call. really unreliable.",-1
@americanair was not on board you today just watched report unfold on twitter but still am very proud!,1
@americanair now a delay to the rebooked flight?!,-1
@americanair after several miss communications i was able to get to ord but i am not home yet and not sure i will get there due to her error,-1
@americanair um no just hanging out what’s new w you?,0
"@americanair hey, aa! there was a mistake made by your cr on my flight booking problems. when i call your reservations #, i keep getting hung up on. advise.",-1
@americanair emailed aadvantage for status match ... still waiting. can't wait to move from @united but help me out here :),-1
@americanair i'll try to have a great week once i receive it 😩😭💔,-1
@americanair not having pillows or blankets or a flight home for 40 people does bad things to my hair,-1
@americanair what are we going to do about the nightmare you guys out me through yesterday? zero response from the tweet you last sent me.,-1
@americanair i tried site &amp; doesnt allow me. same reason why i wasn't allowed to board this morning. will try diff airline for work trips,-1
@americanair i bought a plane ticket 2 months ago and still haven't received my flight info and ticket in my email when it will come?,-1
"@americanair your dca baggage claim employees should realize a please, a thank you and an apology can go a long way #customerservice #dca",-1
@americanair 2/2 you took cost for both flights out of my bank account. now i can't get a refund for 2 weeks? i have been a loyal customer.,-1
@americanair i took the day off from work and drove 9 hours round trip to rescue my daughter and 3 other students from laguardia. thanks!,-1
@americanair you're airline is ridiculous,-1
@americanair the group of minor children were broken up into groups. some still in miami. delta has much better customer service!,-1
@americanair is there a way i can get a record of all the flights i've taken with you?,0
"@americanair thank you for the response, we got it resolved at the counter.",1
"@americanair that's the one. my original arrival time was 10:14am, after all said and done i may be there by 9:19pm central. not impressed.",-1
@americanair my flight 1389 from las vegas to dfw was cancelled flightled! i've been on hold forever and i still have not spoken to anyone! pls help,-1
"@americanair every time i try to call, it tells me to try again late flightr and just hangs up.",-1
@americanair rebooked into a different airport. throwing a wrench into plans 👀,-1
@americanair crew did the best they could but it was out of their control. you only get one chance of a honeymoon &amp; you failed miserably,-1
"@americanair thx, someone picked up after 45 minutes",-1
@americanair overbooked business class from mia to uvf - after being in the correct seat we were moved back to economy on our special day,-1
@americanair no kidding! gonna take some beating on the apron... and there are some good lookin' planes out there!,1
@americanair that's unacceptable,-1
@americanair so what if i didn't have the funds to purchase another ticket? your error would cause my family to miss the funeral,-1
@americanair i have to miss a whole days worth of work tomorrow but i'm suree you guys don't care,-1
@americanair this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did i mention,-1
@americanair i have a ticket that has been pending for 4 days. is it normal to take that long?? i want to make sure there isn't a problem.,-1
@americanair and just bad cs! i will be back on @jetblue at least when you stuck they look out for you and apologize for any trouble,-1
@americanair for my delay and you know what i get a we don't credit anybody back a supervisor who cut me off when speaking,-1
@americanair a free check bag a food comp a flying credit something to help out now that i'm an additional 200 dollars in the hole,-1
@americanair yes i did but no response.,-1
@americanair my bags were checked through to cancelled flightled flight 362. when will they arrive in mke? not much help from grnd staff. havoc in dfw,-1
"@americanair i'd just like to know where my bag is, when i'll get it and why i don't have it already. no accountability from cust service.",-1
@americanair i will never fly with you guys again! i am stuck in memphis another day. called to be credit something anything,-1
